Gender,Year of Birth,Count
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,40
FEMALE,2014,38
FEMALE,2014,38
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,35
FEMALE,2014,35
FEMALE,2014,35
FEMALE,2014,35
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,130
FEMALE,2014,78
FEMALE,2014,78
FEMALE,2014,68
FEMALE,2014,68
FEMALE,2014,67
FEMALE,2014,67
FEMALE,2014,63
FEMALE,2014,63
FEMALE,2014,61
FEMALE,2014,61
FEMALE,2014,61
FEMALE,2014,53
FEMALE,2014,53
FEMALE,2014,52
FEMALE,2014,47
FEMALE,2014,47
FEMALE,2014,47
FEMALE,2014,47
FEMALE,2014,47
FEMALE,2014,46
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,40
FEMALE,2014,40
FEMALE,2014,39
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,37
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,36
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,331
FEMALE,2014,259
FEMALE,2014,255
FEMALE,2014,199
FEMALE,2014,193
FEMALE,2014,170
FEMALE,2014,170
FEMALE,2014,167
FEMALE,2014,167
FEMALE,2014,148
FEMALE,2014,148
FEMALE,2014,139
FEMALE,2014,139
FEMALE,2014,135
FEMALE,2014,135
FEMALE,2014,106
FEMALE,2014,106
FEMALE,2014,104
FEMALE,2014,103
FEMALE,2014,103
FEMALE,2014,102
FEMALE,2014,102
FEMALE,2014,100
FEMALE,2014,96
FEMALE,2014,96
FEMALE,2014,94
FEMALE,2014,94
FEMALE,2014,92
FEMALE,2014,91
FEMALE,2014,91
FEMALE,2014,90
FEMALE,2014,90
FEMALE,2014,87
FEMALE,2014,86
FEMALE,2014,86
FEMALE,2014,85
FEMALE,2014,80
FEMALE,2014,80
FEMALE,2014,79
FEMALE,2014,78
FEMALE,2014,76
FEMALE,2014,73
FEMALE,2014,73
FEMALE,2014,72
FEMALE,2014,72
FEMALE,2014,71
FEMALE,2014,71
FEMALE,2014,68
FEMALE,2014,68
FEMALE,2014,68
FEMALE,2014,68
FEMALE,2014,62
FEMALE,2014,60
FEMALE,2014,60
FEMALE,2014,60
FEMALE,2014,60
FEMALE,2014,58
FEMALE,2014,58
FEMALE,2014,57
FEMALE,2014,57
FEMALE,2014,57
FEMALE,2014,55
FEMALE,2014,55
FEMALE,2014,52
FEMALE,2014,50
FEMALE,2014,50
FEMALE,2014,50
FEMALE,2014,50
FEMALE,2014,48
FEMALE,2014,48
FEMALE,2014,46
FEMALE,2014,46
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,45
FEMALE,2014,44
FEMALE,2014,44
FEMALE,2014,44
FEMALE,2014,43
FEMALE,2014,43
FEMALE,2014,43
FEMALE,2014,43
FEMALE,2014,42
FEMALE,2014,42
FEMALE,2014,42
FEMALE,2014,42
FEMALE,2014,42
FEMALE,2014,42
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,41
FEMALE,2014,40
FEMALE,2014,40
FEMALE,2014,39
FEMALE,2014,39
FEMALE,2014,39
FEMALE,2014,39
FEMALE,2014,39
FEMALE,2014,35
FEMALE,2014,35
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,34
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,33
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,32
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,31
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,30
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,29
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,28
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,27
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,26
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,25
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,24
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,23
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,22
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,21
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,20
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,19
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,18
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,17
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,16
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,15
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,14
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,13
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,12
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,11
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,10
FEMALE,2014,248
FEMALE,2014,233
FEMALE,2014,233
FEMALE,2014,228
FEMALE,2014,228
FEMALE,2014,206
FEMALE,2014,206
FEMALE,2014,205
FEMALE,2014,194
FEMALE,2014,194
FEMALE,2014,185
FEMALE,2014,185
FEMALE,2014,172
FEMALE,2014,172
FEMALE,2014,146
FEMALE,2014,146
FEMALE,2014,143
FEMALE,2014,143
FEMALE,2014,143
FEMALE,2014,143
FEMALE,2014,139
FEMALE,2014,139
FEMALE,2014,133
FEMALE,2014,124
FEMALE,2014,124
FEMALE,2014,121
FEMALE,2014,117
FEMALE,2014,117
FEMALE,2014,112
FEMALE,2014,112
FEMALE,2014,110
FEMALE,2014,110
FEMALE,2014,106
FEMALE,2014,106
FEMALE,2014,101
FEMALE,2014,101
FEMALE,2014,100
FEMALE,2014,100
FEMALE,2014,96
FEMALE,2014,95
FEMALE,2014,95
FEMALE,2014,93
FEMALE,2014,88
FEMALE,2014,88
FEMALE,2014,86
FEMALE,2014,84
FEMALE,2014,84
FEMALE,2014,84
FEMALE,2014,84
FEMALE,2014,84
FEMALE,2014,84
FEMALE,2014,84
FEMALE,2014,83
FEMALE,2014,83
FEMALE,2014,81
